CountryName,code,CoverageType,ppp_2005_v1_v1,ppp_2011_v1_v1,ppp_2011_v1_v2,ppp_2011_v2_v1,ppp_2011_v2_v2,ppp_2017_v1_v1,ppp_2017_v1_v2,ppp_2021_v1_v1,ppp_2021_v1_v2,source_ppp_2011,source_ppp_2005,datalevel,ppp_domain,ppp_domain_value,oldicp2005,oldicp2011,Seriesname,note_may192020,note_2017_v1_v2,source_2017_v2_v1,method_2017_v2_v1,ref_2017_v2_v1,link_2017_v2_v1,source_2021_v1_v1,method_2021_v1_v1,ref_2021_v1_v1,link_2021_v1_v1,note_2021_v1_v1
Nauru,NRU,National,,,,1.20879771681625003,1.20879771681625003,,1.37607090592800008,,1.33514058589935303,,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
New Zealand,NZL,National,1.59862828254699707,1.58917498588562012,1.58917473200000003,1.57854330539702992,1.57854330539702992,1.57270681858063011,1.57270681858063011,1.53382551670073997,1.53382551670073997,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Oman,OMN,National,.285671472549438477,.200033798813819885,.200033749000000011,.204783350229263,.204783350229263,.211596831679344011,.211596831679344011,.205720335245132002,.205720335245132002,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Pakistan,PAK,National,20.7118988037109375,25.4142494201660156,25.4142520400000009,25.4955558776855007,25.4955558776855007,33.250732421875,33.250732421875,42.5276718139648011,42.5276718139648011,1,1,2,1,1,20.712,25.4143,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Panama,PAN,National,.611000001430511475,.553408026695251465,.55340802499999997,.553238570690155029,.553238570690155029,.508052527904511053,.508052527904511053,.562871396541595015,.562871396541595015,1,4,2,1,1,.611,.553408,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Peru,PER,National,1.6534498929977417,1.56863903999328613,1.56863899100000004,1.57917737960815008,1.57917737960815008,1.89358270168303999,1.89358270168303999,1.91807281970978005,1.91807281970978005,1,1,2,1,1,1.653,1.56864,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Philippines,PHL,National,24.1791915893554688,18.8732891082763672,18.8732929200000008,18.7721195220947017,18.7721195220947017,19.3925170898437997,19.3925170898437997,20.7462368011475,20.7462368011475,1,1,2,1,1,24.1792,18.8733,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Palau,PLW,National,,,.898274223000000038,.898274222837270986,.898274222837270986,.93058629933764403,.93058629933764403,,,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,,,,,,,,,
Papua New Guinea,PNG,National,1.6870800256729126,2.13789010047912598,2.137886285,2.13788628491897015,2.13788628491897015,2.69993276111688019,2.69993276111688019,,2.90299439430236816,1,4,2,1,1,1.68708,2.13789,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Poland,POL,National,2.15490317344665527,1.93632602691650391,1.93632578100000008,1.89460349082946999,1.89460349082946999,1.84225642681122004,1.84225642681122004,1.85805225372314009,1.85805225372314009,1,1,2,1,1,2.155,1.93633,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Puerto Rico,PRI,National,,,.972857500000000042,.962436347018611027,.962436347018611027,.976900546254225954,.976900546254225954,.89693230390548695,.89693230390548695,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Portugal,PRT,National,.744804620742797852,.703862905502319336,.703862901000000041,.690324485301970992,.690324485301970992,.65742027759552002,.65742027759552002,.609995663166046032,.609995663166046032,1,1,2,1,1,.74,.703863,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Paraguay,PRY,National,2127.7958984375,2309.429931640625,2309.42995400000018,2242.09619140625,2242.09619140625,2539.98486328125,2539.98486328125,2754.5078125,2754.5078125,1,1,2,1,1,2127.8,2309.44,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
West Bank and Gaza,PSE,National,2.13008999824523926,2.52279996871948242,2.52280000000000015,2.43790507316589,2.43790507316589,2.06630659103393999,2.06630659103393999,2.00735163688659979,2.00735163688659979,1,4,2,1,1,2.13009,2.00991,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
French Polynesia,PYF,National,,,119.592991799999993,119.592991819955998,119.592991819955998,,,,,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,,,,,,,,,
Qatar,QAT,National,3.64072108268737793,2.64034509658813477,2.64034512299999991,2.99211645126342996,2.99211645126342996,2.89281249046325995,2.89281249046325995,2.91194820404053001,2.91194820404053001,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Romania,ROU,National,1.71887576580047607,2.00051593780517578,2.00051558600000012,1.81039249897002996,1.81039249897002996,1.80503177642821999,1.80503177642821999,1.87480211257934992,1.87480211257934992,1,1,2,1,1,1.719,2.00052,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Russian Federation,RUS,National,13.3908443450927734,16.7691307067871094,16.76912892,18.6550388336181996,18.6550388336181996,25.2183017730712997,25.2183017730712997,25.7555313110351989,25.7555313110351989,1,1,2,1,1,13.391,16.7691,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Russian Federation (CIS),RUT,National,,,16.76912892,,,,,,,1,,2,1,1,,,,,,,,,,,,,,
Rwanda,RWA,National,236.7452392578125,246.834396362304688,246.834367700000001,251.305206298828011,251.305206298828011,293.704956054688012,293.704956054688012,291.597686767578011,291.597686767578011,1,1,2,1,1,,246.834,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Saudi Arabia,SAU,National,2.90252089500427246,1.78534996509552002,1.78535022300000001,1.52512168884277011,1.52512168884277011,1.72361588478088001,1.72361588478088001,2.04365277290344016,2.04365277290344016,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Sudan,SDN,National,123.508171081542969,1.48553001880645752,1.4855295770000001,1.46476006507874001,1.46476006507874001,5.37660026550292969,6.46401700000000012,101.433784484862997,119.2406948125046,1,1,2,1,1,,1.48553,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,PIP,Average of official and imputed PPP,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Average of official and imputed PPP,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Sudan (Western Asia),SDO,National,,,1.4855295770000001,,,,,,,1,,2,1,1,,,,,,,,,,,,,,
Senegal,SEN,National,298.24481201171875,246.107406616210938,246.107411000000013,249.277587890625,249.277587890625,238.577697753905994,238.577697753905994,226.576278686523011,226.576278686523011,1,1,2,1,1,298.245,246.107,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Singapore,SGP,National,1.4672626256942749,1.17096900939941406,1.17096953000000004,1.09228503704071001,1.09228503704071001,1.08048534393310991,1.08048534393310991,1.05891191959380993,1.05891191959380993,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Solomon Islands,SLB,National,3.91964006423950195,7.13107013702392578,7.13107406099999963,7.13107406133715038,7.13107406133715038,7.71440245505026034,7.71440245505026034,,7.54656171798706055,1,4,2,1,1,3.91964,7.13107,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Sierra Leone,SLE,National,1396.2093505859375,1767.18994140625,1767.18973899999992,1825.52795410156,1825.52795410156,2128.51879882813,2128.51879882813,3170.73193359375,3170.73193359375,1,1,2,1,1,,1767.19,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
El Salvador,SLV,National,.549942970275878906,.530773520469665527,.530773512999999975,.537244379520416038,.537244379520416038,.514999270439147949,.514999270439147949,.49425348639488198,.49425348639488198,1,4,2,1,1,.549943,.530774,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
,SMR,National,,,,,,,,.757236063480376975,.757236063480376975,,,2,,,,,,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Somalia,SOM,National,,,10731.6800000000003,,10817.2099999999991,7861.36024301041016,16761.5040000000008,.399103075265884011,.399103075265884011,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - June 6 2022,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Serbia,SRB,National,34.3095932006835938,45.3696212768554688,45.369620470000001,43.6291275024413991,43.6291275024413991,47.9922752380371023,47.9922752380371023,48.2472839355469034,48.2472839355469034,1,1,2,1,1,34.31,45.3696,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
South Sudan,SSD,National,,1.5433729887008667,1.54337300000000011,1.62375366353615003,1.62375366353615003,34.9200297118615026,34.9200297118615026,158.052139282226989,158.052139282226989,1,,2,1,1,,1.54337,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Sao Tome and Principe,STP,National,6363.12548828125,10194.7900390625,10194.7902799999993,10.4874076843262003,10487.407684326201,10.7570743560790998,11.4289149999999999,9.61740589141846058,10.569404108586518,1,1,2,1,1,,10194.8,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,PIP,Average of official and imputed PPP,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Average of official and imputed PPP,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Suriname,SUR,National,2.36899995803833008,1.88481700420379639,1.88481703900000008,1.90020704269409002,1.90020704269409002,2.93428111076354981,2.93428111076354981,6.33501672744750977,6.33501672744750977,1,4,2,1,1,2.369,1.88482,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Slovak Republic,SVK,National,18.8276805877685547,.567074298858642578,.567074277000000016,.555743694305420033,.555743694305420033,.579345881938933993,.579345881938933993,.57026886940002397,.57026886940002397,1,1,2,1,1,18.83,17.0837,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Slovenia,SVN,National,158.5982666015625,.681298971176147461,.681298956000000011,.677497923374176025,.677497923374176025,.638933837413787953,.638933837413787953,.600284755229949951,.600284755229949951,1,1,2,1,1,158.6,163.266,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Sweden,SWE,National,9.56147956848144531,9.10500144958496094,9.10500151599999974,9.02075290679931996,9.02075290679931996,9.22316074371338068,9.22316074371338068,8.93553161621093928,8.93553161621093928,1,1,2,1,1,9.56,9.105,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Swaziland,SWZ,National,3.72736144065856934,4.04906892776489258,4.04906884100000042,4.11230039596557973,4.11230039596557973,6.11772918701171964,6.11772918701171964,6.18902730941772017,6.18902730941772017,1,1,2,1,1,,4.04907,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Sint Maarten,SXM,National,,1.67757594585418701,1.67757612500000009,1.63039267063141002,1.63039267063141002,1.48829257488250999,1.48829257488250999,1.53710055351256991,1.53710055351256991,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Seychelles,SYC,National,,7.89512777328491211,7.8951283590000001,8.23316001892090021,8.23316001892090021,9.02712535858153942,9.02712535858153942,9.83179378509520952,9.83179378509520952,1,,2,1,1,,7.89513,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Syrian Arab Republic,SYR,National,24.6513805389404297,22.8866004943847656,22.886569999999999,,22.2627999999999986,,151.778052129700001,506.863739013671989,506.863739013671989,1,1,2,1,1,24.6514,22.8866,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Turks and Caicos Islands,TCA,National,,1.28247499465942383,1.28247515900000009,1.25982069969177002,1.25982069969177002,1.24590182304381991,1.24590182304381991,1.3171912431716899,1.3171912431716899,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Chad,TCD,National,327.567718505859375,251.29620361328125,251.29615849999999,250.250885009765995,250.250885009765995,237.65641784668,237.65641784668,215.857147216796989,215.857147216796989,1,1,2,1,1,,251.296,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Togo,TGO,National,282.256622314453125,232.214996337890625,232.214994300000001,236.586669921875,236.586669921875,246.596481323241989,246.596481323241989,220.667678833008012,220.667678833008012,1,1,2,1,1,,232.215,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Thailand,THA,National,17.4655055999755859,12.8443803787231445,12.8443792600000002,12.7586841583252006,12.7586841583252006,13.2873067855834997,13.2873067855834997,11.7121210098266992,11.7121210098266992,1,1,2,1,1,17.4655,12.8444,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Tajikistan,TJK,National,.926888942718505859,1.88267004489898682,1.882669908,1.78643655776978005,1.78643655776978005,2.59482836723327992,2.59482836723327992,3.21827816963195978,3.21827816963195978,1,1,2,1,1,.9269,1.88267,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Tokelau,TKL,National,,,,1.21830692478783997,1.21830692478783997,,,,,,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,,,,,,,,,
Turkmenistan,TKM,National,4769,1.43611001968383789,1.52762400000000009,1.46249778382306994,1.46249778382306994,1.6630410572904899,1.6630410572904899,1.57215428352356001,1.57215428352356001,1,4,2,1,1,4769,1.43611,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Timor-Leste,TLS,National,.490393012762069702,.561336994171142578,.561337399999999986,.502095861092623053,.502095861092623053,.423126353803947974,.574767649173736572,.445546269416809027,.559579312801361084,1,4,2,1,1,.490393,.561337,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,2011 PPP extrapolated to 2017  - Feb 21 2023,PIP & Country team,Revised 2011 PPP extrapolated to 2017,"Castaneda et al. (2023), Section 7",https://documents1.worldbank.org/curated/en/099923403272329672/pdf/IDU089370bcb048b9044fd0ab49037249b87aef6.pdf,PIP,Revised 2011 PPP extrapolated to 2021,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Tonga,TON,National,1.31245005130767822,1.63872003555297852,1.63871737900000003,1.63871737943528006,1.63871737943528006,1.71356319351713005,1.71356319351713005,,1.73533511161804199,1,4,2,1,1,1.31245,1.63872,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Trinidad and Tobago,TTO,National,,4.61922597885131836,4.61922623500000018,4.52044677734375,4.52044677734375,4.21153545379639027,4.66163170000000005,4.06194686889647993,4.06194686889647993,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,PIP,Average of official and imputed PPP,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Tunisia,TUN,National,.696120083332061768,.696533679962158203,.696533751000000034,.696830153465270996,.696830153465270996,.742279350757598988,.742279350757598988,.873126208782196045,.873126208782196045,1,1,2,1,1,.69612,.696534,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Turkey,TUR,National,1.0014493465423584,1.16434204578399658,1.1643422779999999,1.1346794366836499,1.1346794366836499,1.64674675464629994,1.64674675464629994,3.02327227592467995,3.02327227592467995,1,1,2,1,1,1.0014,1.16434,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
